id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,price_usd,volume_24h_usd,percent_change_1h_usd,percent_change_24h_usd,percent_change_7d_usd,market_cap_usd,last_updated_usd
3957,UNUS SED LEO,LEO,unus-sed-leo,26,2019-05-21T00:00:00.000Z,[],,999498892.9,999498892.9,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3'}",1.01418081144,9287321.90895426,0.423373,-0.0967842,7.24296,1013672598.2347035,2020-03-25T15:55:12.000Z
512,Stellar,XLM,stellar,283,2014-08-05T00:00:00.000Z,[],,20286516473.5689,50001803900.9717,,0.0398077477737,335743081.334054,-0.308763,0.155234,12.3782,807560530.9868407,2020-03-25T15:55:02.000Z
328,Monero,XMR,monero,142,2014-05-21T00:00:00.000Z,['Mineable'],,17496927.9188072,17496927.9188072,,46.030605775,152878757.50275,-0.0623074,0.578018,30.5553,805394191.3042054,2020-03-25T15:55:02.000Z
1975,Chainlink,LINK,chainlink,151,2017-09-20T00:00:00.000Z,[],,350000000,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x514910771af9ca656af840dff83e8264ecf986ca'}",2.24941423025,277535975.838861,0.095673,-1.82431,22.3071,787294980.5875001,2020-03-25T15:55:05.000Z
2010,Cardano,ADA,cardano,125,2017-10-01T00:00:00.000Z,['Mineable'],45000000000,25927070538,31112483745,,0.0293503517732,83445166.5989118,-0.00542243,-0.149026,17.1944,760968640.7388698,2020-03-25T15:55:05.000Z
2502,Huobi Token,HT,huobi-token,130,2018-02-03T00:00:00.000Z,[],,226294792.971921,500000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6f259637dcd74c767781e37bc6133cd6a68aa161'}",3.35669529567,161236390.7234,-0.339143,-0.669976,15.7915,759602667.0034637,2020-03-25T15:55:07.000Z
1958,TRON,TRX,tron,323,2017-09-13T00:00:00.000Z,['Mineable'],,66682072191.4,99281283754.3,,0.0112815223491,1039072907.58474,-0.274679,-0.335528,14.3474,752275287.7115787,2020-03-25T15:55:07.000Z
3408,USD Coin,USDC,usd-coin,203,2018-10-08T00:00:00.000Z,[],,686550301.717229,691031581.12,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48'}",1.00005731409,747097152.348309,0.224049,0.119809,1.33649,686589650.7230111,2020-03-25T15:55:11.000Z
131,Dash,DASH,dash,283,2014-02-14T00:00:00.000Z,['Mineable'],18900000,9399136.459045,9399136.459045,,67.1913759265,633234334.313374,-0.529836,-2.30935,32.5826,631540911.2041647,2020-03-25T15:55:02.000Z
3635,Crypto.com Coin,CRO,crypto-com-coin,41,2018-12-14T00:00:00.000Z,[],,14231050228.3105,100000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b'}",0.0435538818127,11251878.066971,0.377231,2.26599,26.6801,619817479.7144328,2020-03-25T15:55:10.000Z
1321,Ethereum Classic,ETC,ethereum-classic,236,2016-07-24T00:00:00.000Z,['Mineable'],210000000,116313299,116313299,,5.08250645009,1822359633.11495,0.288539,2.40283,14.0931,591163092.3987467,2020-03-25T15:55:02.000Z
1376,Neo,NEO,neo,219,2016-09-08T00:00:00.000Z,[],100000000,70538831,100000000,,6.82173472821,464193977.175173,0.0384204,0.551216,24.5473,481197193.1200361,2020-03-25T15:55:06.000Z
3662,HedgeTrade,HEDG,hedgetrade,10,2019-01-03T00:00:00.000Z,[],,288208798.11353,1000000000.05,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xF1290473E210b2108A85237fbCd7b6eb42Cc654F'}",1.65621266383,454334.075509083,0.205018,1.9819,21.9385,477335061.2628522,2020-03-25T15:55:10.000Z
1720,IOTA,MIOTA,iota,53,2017-06-13T00:00:00.000Z,[],2779530283,2779530283,2779530283,,0.144493924279,11457707.9833468,0.108375,1.63131,22.2724,401625238.2429895,2020-03-25T15:55:04.000Z
3794,Cosmos,ATOM,cosmos,118,2019-03-14T00:00:00.000Z,[],,190688439.2,237928230.821588,,2.08327356779,135843493.826593,0.260623,-1.48253,22.6004,397256185.0684905,2020-03-25T15:55:12.000Z
873,NEM,XEM,nem,93,2015-04-01T00:00:00.000Z,[],,8999999999,8999999999,,0.0382675126407,7527426.08491845,0.0990183,-3.55018,12.7035,344407613.72803247,2020-03-25T15:55:02.000Z
1437,Zcash,ZEC,zcash,219,2016-10-29T00:00:00.000Z,['Mineable'],21000000,9545981.25,9545981.25,,31.5740348814,275229285.500224,-0.202013,-2.56475,20.704,301405144.9646904,2020-03-25T15:55:06.000Z
1518,Maker,MKR,maker,62,2017-01-29T00:00:00.000Z,[],,1002800.19961806,1002800.19961806,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2'}",270.683094027,4227309.05212957,-0.161955,-1.4111,30.8593,271441060.72350967,2020-03-25T15:55:04.000Z
3330,Paxos Standard,PAX,paxos-standard,93,2018-09-27T00:00:00.000Z,[],,262583082.087725,267583182.42,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8e870d67f660d95d5be530380d0ec0bd388289e1'}",1.00135145908,937147917.400119,0.306271,0.220347,1.28994,262937952.37826684,2020-03-25T15:55:11.000Z
3897,OKB,OKB,okb,46,2019-04-30T00:00:00.000Z,[],,60000000,300000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x75231f58b43240c9718dd58b4967c5114342a86c'}",4.34118672427,245952311.388952,0.136621,0.328481,25.1878,260471203.4562,2020-03-25T15:55:12.000Z
2566,Ontology,ONT,ontology,114,2018-03-08T00:00:00.000Z,[],,642913241,1000000000,,0.372712571104,83980875.603691,0.31827,-3.03848,17.1843,239621847.0499156,2020-03-25T15:55:07.000Z
4195,FTX Token,FTT,ftx-token,22,2019-07-31T00:00:00.000Z,[],,95764833.9327722,346637170,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9'}",2.44772743184,2942887.74444562,0.120259,-2.03994,19.2252,234406211.0228486,2020-03-25T15:55:12.000Z
74,Dogecoin,DOGE,dogecoin,232,2013-12-15T00:00:00.000Z,['Mineable'],,123875054587.603,123875054587.603,,0.0018276905211,167607310.608724,0.0438448,-1.52147,15.985,226405263.07050708,2020-03-25T15:55:02.000Z
1697,Basic Attention Token,BAT,basic-attention-token,159,2017-06-01T00:00:00.000Z,[],,1442592563.5663,1500000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0d8775f648430679a709e98d2b0cb6250d2887ef'}",0.150102285868,108337360.871318,-0.583055,5.68712,29.5996,216536441.3674797,2020-03-25T15:55:05.000Z
4687,Binance USD,BUSD,binance-usd,53,2019-09-20T00:00:00.000Z,[],,182653628.87,182653628.87,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4Fabb145d64652a948d72533023f6E7A623C7C53'}",1.00174738888,96014742.2030977,0.351373,0.244986,1.35537,182972795.78997907,2020-03-25T15:55:13.000Z
3077,VeChain,VET,vechain,93,2017-08-22T00:00:00.000Z,[],,55454734800,86712634466,,0.00299432693208,91298965.0401503,-1.08978,3.43845,25.2919,166049605.92299402,2020-03-25T15:55:09.000Z
2563,TrueUSD,TUSD,trueusd,150,2018-03-06T00:00:00.000Z,[],,139325848.68,139325848.68,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0000000000085d4780B73119b644AE5ecd22b376'}",1.00063957164,684721331.477045,0.751335,0.319935,1.25124,139414957.54153466,2020-03-25T15:55:07.000Z
2083,Bitcoin Gold,BTG,bitcoin-gold,72,2017-10-23T00:00:00.000Z,['Mineable'],21000000,17513923.589,17513923.589,,7.44669286611,22396184.3613454,-0.280822,-1.31714,22.51,130420809.84780197,2020-03-25T15:55:05.000Z
4642,Hedera Hashgraph,HBAR,hedera-hashgraph,19,2019-09-17T00:00:00.000Z,[],,3816091538,50000000000,,0.0335936250268,11999260.4782173,0.187774,1.68121,-4.50664,128196348.19551651,2020-03-25T15:55:13.000Z
1214,Lisk,LSK,lisk,59,2016-04-06T00:00:00.000Z,[],,122703682.968591,138789394,,1.01654267845,5209168.94527931,-0.0339058,-0.76543,1.24111,124733530.54057115,2020-03-25T15:55:04.000Z
1168,Decred,DCR,decred,48,2016-02-10T00:00:00.000Z,['Mineable'],21000000,10786830.8782284,10786830.8782284,,11.408483643,78462747.3913199,0.00236995,-0.592435,18.4965,123061383.63407603,2020-03-25T15:55:04.000Z
1684,Qtum,QTUM,qtum,168,2017-05-24T00:00:00.000Z,[],107822406,96479640.0484598,102229660,,1.23896614869,362290175.268684,0.169725,-1.31038,18.0601,119535008.05783772,2020-03-25T15:55:05.000Z
3351,ZB Token,ZB,zb-token,12,2018-09-27T00:00:00.000Z,[],,463288810,2100000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbd0793332e9fb844a52a205a233ef27a5b34b927'}",0.232687416841,39203665.7016877,-0.594285,-0.686822,9.1116,107801476.45024085,2020-03-25T15:55:10.000Z
2099,ICON,ICX,icon,58,2017-10-27T00:00:00.000Z,[],,530203313.05252,800460000,,0.203019835561,17363463.7015356,-0.0991314,0.392646,17.3848,107641789.42982002,2020-03-25T15:55:05.000Z
4030,Algorand,ALGO,algorand,70,2019-06-20T00:00:00.000Z,['Mineable'],,661661372.747958,3192933215.74796,,0.15541198367,51418493.7852841,0.450511,-0.45148,16.0612,102830106.45657542,2020-03-25T15:55:13.000Z
1896,0x,ZRX,0x,167,2017-08-16T00:00:00.000Z,[],,641639028.042216,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe41d2489571d322189246dafa5ebde1f4699f498'}",0.150572815014,18389649.7974296,0.300947,-1.76839,8.05328,96613394.67516334,2020-03-25T15:55:08.000Z
2586,Synthetix Network Token,SNX,synthetix-network-token,12,2018-03-14T00:00:00.000Z,[],,174332066.91215,175842379.161986,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a72400e58ecd99ee497cf89e3775d4bd732f'}",0.544446644465,2396638.93344489,-0.745015,10.8558,24.1752,94914508.85296792,2020-03-25T15:55:06.000Z
1104,Augur,REP,augur,70,2015-10-27T00:00:00.000Z,[],,11000000,11000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1985365e9f78359a9b6ad760e32412f4a445e862'}",8.43885202129,30355584.5847837,0.411507,-1.12061,12.4797,92827372.23419,2020-03-25T15:55:02.000Z
2222,Bitcoin Diamond,BCD,bitcoin-diamond,26,2017-11-24T00:00:00.000Z,['Mineable'],210000000,186492897.953,189492897.953,,0.495239882496,7613065.70279709,0.566916,0.364636,28.522,92358720.86858223,2020-03-25T15:55:05.000Z
1274,Waves,WAVES,waves,161,2016-06-02T00:00:00.000Z,[],,101489686,101489686,,0.905853048804,52550185.2683484,0.0434264,-1.84971,10.3313,91934741.48526064,2020-03-25T15:55:05.000Z
2087,KuCoin Shares,KCS,kucoin-shares,14,2017-10-24T00:00:00.000Z,[],,81850451,171850451,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x039b5649a59967e3e936d7471f9c3700100ee1ab'}",1.10572798541,4852562.33728176,0.359169,-3.2207,6.98198,90504334.28912991,2020-03-25T15:55:04.000Z
2577,Ravencoin,RVN,ravencoin,45,2018-03-10T00:00:00.000Z,['Mineable'],21000000000,5797530000,5797530000,,0.0149897772936,6670486.08409723,0.580902,0.885762,19.9571,86903683.5529648,2020-03-25T15:55:07.000Z
1982,Kyber Network,KNC,kyber-network,59,2017-09-24T00:00:00.000Z,[],,179633071.574655,211264620.393519,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdd974d5c2e2928dea5f71b9825b8b646686bd200'}",0.466936872437,37194183.8310121,0.389043,-0.302834,6.90911,83877304.62732117,2020-03-25T15:55:05.000Z
213,MonaCoin,MONA,monacoin,9,2014-03-20T00:00:00.000Z,['Mineable'],,65729674.8711679,65729674.8711679,,1.24109787741,6091547.14211672,-0.570302,-0.892096,16.2563,81576959.9654559,2020-03-25T15:55:01.000Z
4943,Multi-collateral DAI,DAI,multi-collateral-dai,77,2019-11-22T00:00:00.000Z,[],,80410756.310242,80670248.952387,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b175474e89094c44da98b954eedeac495271d0f'}",1.00007912876,12537569.1524087,0.157646,0.511781,0.227756,80417119.11367948,2020-03-25T15:55:15.000Z
1776,MCO,MCO,crypto-com,54,2017-07-03T00:00:00.000Z,[],,15793831.0949625,31587682.3632061,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb63b606ac810a52cca15e44bb630fd42d8d1d83d'}",4.61006047663,35476725.0606927,0.256986,1.23251,58.5377,72810516.50545654,2020-03-25T15:55:04.000Z
1808,OmiseGO,OMG,omisego,197,2017-07-14T00:00:00.000Z,[],,140245398.245133,140245398.245133,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd26114cd6EE289AccF82350c8d8487fedB8A0C07'}",0.509675834945,136538121.920394,0.0261741,-1.35651,13.4644,71479690.4477822,2020-03-25T15:55:06.000Z
1567,Nano,NANO,nano,49,2017-03-06T00:00:00.000Z,[],133248297.197,133248297.197,133248297.197,,0.497088163766,6009990.51808573,1.08911,-1.31126,35.1046,66236151.378602974,2020-03-25T15:55:04.000Z
3139,DxChain Token,DX,dxchain-token,8,2018-08-10T00:00:00.000Z,[],,49999999999.6862,100000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x973e52691176d36453868D9d86572788d27041A9'}",0.00130213010961,1526708.51703253,0.955997,1.11971,3.94126,65106505.48009139,2020-03-25T15:55:09.000Z
1230,Steem,STEEM,steem,31,2016-04-18T00:00:00.000Z,[],,367683336.29,384657430.29,,0.176329001643,4762419.5901911,0.46614,-6.45367,4.81218,64833235.60878313,2020-03-25T15:55:02.000Z
2130,Enjin Coin,ENJ,enjin-coin,58,2017-11-01T00:00:00.000Z,[],,814772129.064264,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c'}",0.0780115876796,6806104.34560228,-0.0827409,1.11151,59.4718,63561667.3853912,2020-03-25T15:55:05.000Z
2416,THETA,THETA,theta,28,2018-01-17T00:00:00.000Z,[],,870502690,1000000000,,0.0695461467657,3208562.32068938,0.0595075,1.36926,27.2219,60540107.838676654,2020-03-25T15:55:06.000Z
1866,Bytom,BTM,bytom,52,2017-08-08T00:00:00.000Z,['Mineable'],,1002499275,1407000000,,0.0574991215735,13732109.6202902,0.0409911,-2.92487,17.2999,57642827.69057061,2020-03-25T15:55:04.000Z
2694,Nexo,NEXO,nexo,22,2018-05-01T00:00:00.000Z,[],,560000011,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206'}",0.10248209596,8394439.32783313,0.580663,-5.81911,17.9647,57389974.864903055,2020-03-25T15:55:07.000Z
2682,Holo,HOT,holo,63,2018-04-29T00:00:00.000Z,[],,163924509213.415,177619433541.141,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6c6ee5e31d828de241282b9606c8e98ea48526e2'}",0.000342463563745,5613869.34210064,0.662454,5.6885,15.015,56138171.610376194,2020-03-25T15:55:07.000Z
1358,EDC Blockchain,EDC,edc-blockchain,6,2016-08-24T00:00:00.000Z,['Mineable'],100000000000,2670646025,5330754414.894,,0.020527285622,44417.8745695792,4.8448,818.874,712.462,54821113.75043395,2020-03-25T15:55:02.000Z
1042,Siacoin,SC,siacoin,39,2015-08-26T00:00:00.000Z,['Mineable'],,41817047634,41817047634,,0.00129935783834,960732.00180003,0.760139,-0.723528,22.9422,54335308.61947505,2020-03-25T15:55:02.000Z
3437,ABBC Coin,ABBC,abbc-coin,41,2018-10-12T00:00:00.000Z,['Mineable'],,555416924.350722,1003278750.0109,,0.094778576309,31057760.6966734,-1.08462,-1.63023,-4.18563,52641625.347884975,2020-03-25T15:55:10.000Z
1229,DigixDAO,DGD,digixdao,22,2016-04-18T00:00:00.000Z,[],,2000000,2000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe0b7927c4af23765cb51314a0e0521a9645f0e2a'}",26.2797071964,959830.358706927,0.182137,-0.451947,27.5982,52559414.3928,2020-03-25T15:55:02.000Z
4948,Nervos Network,CKB,nervos-network,21,2019-11-19T00:00:00.000Z,[],,13821931589.026,27147898885.8447,,0.00361389892463,4427211.33349916,-0.216005,-1.71139,22.6098,49951063.705890484,2020-03-25T15:55:14.000Z
109,DigiByte,DGB,digibyte,74,2014-02-06T00:00:00.000Z,['Mineable'],21000000000,12962878700.4858,12962878700.4858,,0.003750967113,1110406.70190383,-0.350603,3.97397,24.0115,48623331.69533041,2020-03-25T15:55:02.000Z
1759,Status,SNT,status,81,2017-06-28T00:00:00.000Z,[],,3470483788,6804870174,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x744d70fdbe2ba4cf95131626614a1763df805b9e'}",0.0139098274465,30222912.2991808,-1.22808,-5.74617,58.3223,48273830.646955684,2020-03-25T15:55:05.000Z
3704,v.systems,VSYS,v-systems,38,2019-03-05T00:00:00.000Z,[],,1953847402,3868705866,,0.0245535321897,5200331.31458964,-0.567126,0.752922,36.2342,47973855.07876872,2020-03-25T15:55:11.000Z
1698,Horizen,ZEN,horizen,36,2017-06-01T00:00:00.000Z,['Mineable'],21000000,8706125,8706125,,5.34240351014,2541390.07423654,0.651984,-0.569562,15.0002,46511632.759717606,2020-03-25T15:55:05.000Z
3718,BitTorrent,BTT,bittorrent,136,2019-01-31T00:00:00.000Z,[],,212116500000,990000000000,"{'id': 1958, 'name': 'TRON', 'symbol': 'TRX', 'slug': 'tron', 'token_address': '1002000'}",0.000216600987385,58484812.3061734,-0.00512861,-1.31817,10.6472,45944643.34065035,2020-03-25T15:55:13.000Z
1903,HyperCash,HC,hypercash,33,2017-08-20T00:00:00.000Z,['Mineable'],84000000,44553626.689052,44553626.689052,,1.01352785157,22166594.8893543,0.808889,-0.212323,13.5755,45156341.53780668,2020-03-25T15:55:05.000Z
463,BitShares,BTS,bitshares,79,2014-07-21T00:00:00.000Z,[],3600570502,2751010000,2751010000,,0.0163417456569,3208808.67963455,0.4691,-3.44037,16.6241,44956305.71958847,2020-03-25T15:55:02.000Z
1521,Komodo,KMD,komodo,24,2017-02-05T00:00:00.000Z,['Mineable'],200000000,118940692.34765,118940692.34765,,0.374008577846,1570208.93924391,-0.168898,-0.907198,24.9245,44484839.19296319,2020-03-25T15:55:04.000Z
4172,Terra,LUNA,terra-luna,13,2019-07-26T00:00:00.000Z,[],,287765804.430561,995859074.224591,,0.146030301825,3305010.55831741,0.298465,-0.95656,16.9453,42022527.27590874,2020-03-25T15:55:12.000Z
3218,Energi,NRG,energi,9,2018-08-23T00:00:00.000Z,['Mineable'],,27354160.4608782,27354160.4608782,,1.50242713806,711277.216893519,0.135447,2.7516,38.0423,41097633.01527125,2020-03-25T15:55:09.000Z
372,Bytecoin,BCN,bytecoin-bcn,11,2014-06-17T00:00:00.000Z,['Mineable'],184470000000,184066828814.059,184066828814.059,,0.00021418359548,14810.5547705604,-0.279367,-7.12828,-0.478774,39424095.20399682,2020-03-25T15:55:02.000Z
693,Verge,XVG,verge,52,2014-10-25T00:00:00.000Z,['Mineable'],16555000000,16217057943.3634,16217057943.3634,,0.00242170725064,657475.320085227,-0.779488,-0.672995,23.5395,39272966.80549215,2020-03-25T15:55:02.000Z
2469,Zilliqa,ZIL,zilliqa,98,2018-01-25T00:00:00.000Z,['Mineable'],21000000000,9999300639.76463,13290767792.7646,,0.00387161600588,7419803.14005621,0.492092,0.233399,14.4481,38713452.404518865,2020-03-25T15:55:07.000Z
2405,IOST,IOST,iostoken,82,2018-01-16T00:00:00.000Z,[],,12013965608.8475,21000000000,,0.00314609470085,30356930.5887229,0.227913,-2.71206,31.1662,37797073.53818926,2020-03-25T15:55:07.000Z
2830,Seele,SEELE,seele,17,2018-05-31T00:00:00.000Z,[],,699587206.289478,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb1eef147028e9f480dbc5ccaa3277d417d1b85f0'}",0.0503679994099,12532204.9081485,-0.0488472,-1.73971,14.0656,35236807.99356201,2020-03-25T15:55:07.000Z
2539,Ren,REN,ren,18,2018-02-21T00:00:00.000Z,[],,851253651.320919,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x408e41876cccdc0f92210600ef50372656052a38'}",0.0413433549291,1514226.02961645,1.68138,1.22166,32.5145,35193681.84125309,2020-03-25T15:55:06.000Z
4279,Swipe,SXP,swipe,12,2019-08-26T00:00:00.000Z,[],,61123111.287249,299987200.287249,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9'}",0.562259197565,9090445.7248178,0.448005,-3.24484,202.665,34367031.50504482,2020-03-25T15:55:13.000Z
2989,STASIS EURO,EURS,stasis-euro,27,2018-07-30T00:00:00.000Z,[],,31979207,31979207,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdb25f211ab05b1c97d595516f45794528a807ad8'}",1.058367783,795637.614026633,0.0871818,0.567669,-0.516682,33845762.41468808,2020-03-25T15:55:08.000Z
2300,WAX,WAXP,wax,20,2017-12-21T00:00:00.000Z,[],,1081381802.4601,3630201757.644,,0.0310923142505,1347892.94474366,-0.0878729,-1.21694,-19.2544,33622662.82686154,2020-03-25T15:55:05.000Z
1320,Ardor,ARDR,ardor,23,2016-07-23T00:00:00.000Z,[],998999495,998999495,998999495,,0.0333554226023,1733144.40423101,0.366848,-0.284922,9.54397,33322050.335209284,2020-03-25T15:55:04.000Z
1455,Golem,GNT,golem-network-tokens,84,2016-11-18T00:00:00.000Z,[],,980050000,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa74476443119A942dE498590Fe1f2454d7D4aC0d'}",0.0333543490525,3219854.20570463,-1.23239,-2.7436,16.0439,32688929.78890263,2020-03-25T15:55:02.000Z
1732,Numeraire,NMR,numeraire,9,2017-06-23T00:00:00.000Z,[],11000000,2358322.79305952,10987481.7721418,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1776e1f26f98b1a5df9cd347953a26dd3cb46671'}",13.3248102976,1153016.76044603,-0.443033,3.73327,167.011,31424203.838024285,2020-03-25T15:55:05.000Z
1414,Zcoin,XZC,zcoin,49,2016-10-06T00:00:00.000Z,['Mineable'],21400000,9753093.32977796,21400000,,3.17724360429,34629232.6149499,0.122963,-2.69229,6.56344,30987953.404080484,2020-03-25T15:55:02.000Z
3890,Matic Network,MATIC,matic-network,44,2019-04-28T00:00:00.000Z,[],,2758503686,10000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0'}",0.0111748219682,13481253.4475769,0.953007,-1.60142,30.3374,30825787.58967348,2020-03-25T15:55:12.000Z
4899,Yap Stone,YAP,yap-stone,14,2019-11-09T00:00:00.000Z,[],,150000000,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': ''}",0.203535765324,10838786.2022604,-0.219243,1.31499,17.9515,30530364.7986,2020-03-25T15:55:14.000Z
