id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,price_usd,volume_24h_usd,percent_change_1h_usd,percent_change_24h_usd,percent_change_7d_usd,market_cap_usd,last_updated_usd
4687,Binance USD,BUSD,binance-usd,53,2019-09-20T00:00:00.000Z,[],,182653628.87,182653628.87,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4Fabb145d64652a948d72533023f6E7A623C7C53'}",0.999646148365,95973248.9594152,0.132673,0.0373354,1.16211,182588996.58478567,2020-03-25T16:01:15.000Z
3077,VeChain,VET,vechain,93,2017-08-22T00:00:00.000Z,[],,55454734800,86712634466,,0.00298933939132,91284606.0099804,-1.2497,3.28446,25.0524,165773023.17284402,2020-03-25T16:01:10.000Z
2563,TrueUSD,TUSD,trueusd,150,2018-03-06T00:00:00.000Z,[],,139325848.68,139325848.68,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0000000000085d4780B73119b644AE5ecd22b376'}",0.991026508262,679506006.083731,-0.255813,-0.640241,0.295828,138075609.3279802,2020-03-25T16:01:09.000Z
2083,Bitcoin Gold,BTG,bitcoin-gold,72,2017-10-23T00:00:00.000Z,['Mineable'],21000000,17513923.589,17513923.589,,7.45432424443,22421567.9016718,-0.172988,-1.19664,22.6127,130554465.2245772,2020-03-25T16:01:06.000Z
4642,Hedera Hashgraph,HBAR,hedera-hashgraph,19,2019-09-17T00:00:00.000Z,[],,3816091538,50000000000,,0.033567068695,11990564.8123315,0.135618,1.61612,-4.58596,128095006.8024542,2020-03-25T16:01:14.000Z
1214,Lisk,LSK,lisk,59,2016-04-06T00:00:00.000Z,[],,122703922.968591,138789634,,1.01805009895,5222858.43514113,0.138516,-0.590378,1.37104,124918740.91972727,2020-03-25T16:01:02.000Z
1168,Decred,DCR,decred,48,2016-02-10T00:00:00.000Z,['Mineable'],21000000,10786830.8782284,10786830.8782284,,11.4264998431,76207003.4700205,0.157079,-0.431305,18.6569,123255721.33762304,2020-03-25T16:01:02.000Z
1684,Qtum,QTUM,qtum,168,2017-05-24T00:00:00.000Z,[],107822406,96479672.0484598,102229692,,1.24064786401,361368938.964355,0.330799,-1.14812,18.2026,119697299.04730695,2020-03-25T16:01:06.000Z
3351,ZB Token,ZB,zb-token,12,2018-09-27T00:00:00.000Z,[],,463288810,2100000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbd0793332e9fb844a52a205a233ef27a5b34b927'}",0.234354360511,39514818.6417286,0.257513,-0.00576909,9.90768,108573752.79945219,2020-03-25T16:01:10.000Z
2099,ICON,ICX,icon,58,2017-10-27T00:00:00.000Z,[],,530205957.672648,800460000,,0.202863931265,17383104.9906456,-0.133623,0.377614,17.2721,107559664.95359756,2020-03-25T16:01:06.000Z
4030,Algorand,ALGO,algorand,70,2019-06-20T00:00:00.000Z,['Mineable'],,661667291.963199,3192939134.9632,,0.155395627488,51419569.2412928,0.424584,-0.434677,16.0138,102820204.02290702,2020-03-25T16:01:14.000Z
1896,0x,ZRX,0x,167,2017-08-16T00:00:00.000Z,[],,641639028.042216,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe41d2489571d322189246dafa5ebde1f4699f498'}",0.150380165644,18349040.2825505,0.149733,-1.95138,7.89746,96489783.32064359,2020-03-25T16:01:05.000Z
2586,Synthetix Network Token,SNX,synthetix-network-token,12,2018-03-14T00:00:00.000Z,[],,174332066.91215,175842379.161986,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a72400e58ecd99ee497cf89e3775d4bd732f'}",0.545620597142,2350375.39250695,-0.400654,11.1131,24.4635,95119166.44960637,2020-03-25T16:01:07.000Z
1104,Augur,REP,augur,70,2015-10-27T00:00:00.000Z,[],,11000000,11000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1985365e9f78359a9b6ad760e32412f4a445e862'}",8.42436397104,30456186.0546683,0.336345,-1.24847,12.2025,92668003.68144,2020-03-25T16:01:02.000Z
2222,Bitcoin Diamond,BCD,bitcoin-diamond,26,2017-11-24T00:00:00.000Z,['Mineable'],210000000,186492897.953,189492897.953,,0.494277444547,7616321.41282079,0.388777,0.187657,28.2536,92179233.0263733,2020-03-25T16:01:06.000Z
1274,Waves,WAVES,waves,161,2016-06-02T00:00:00.000Z,[],,101489836,101489836,,0.907053349434,52639917.7727067,0.167389,-1.69981,10.4308,92056695.67730735,2020-03-25T16:01:02.000Z
2087,KuCoin Shares,KCS,kucoin-shares,14,2017-10-24T00:00:00.000Z,[],,81850451,171850451,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x039b5649a59967e3e936d7471f9c3700100ee1ab'}",1.1043104502,4861668.21328488,0.309958,-3.30099,6.842,90388308.39288305,2020-03-25T16:01:05.000Z
2577,Ravencoin,RVN,ravencoin,45,2018-03-10T00:00:00.000Z,['Mineable'],21000000000,5797645000,5797645000,,0.0150260136506,6659178.61886139,0.804514,1.1221,20.2295,87115492.91133285,2020-03-25T16:01:08.000Z
1982,Kyber Network,KNC,kyber-network,59,2017-09-24T00:00:00.000Z,[],,179633071.574655,211264620.393519,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdd974d5c2e2928dea5f71b9825b8b646686bd200'}",0.466892198892,37169783.1910959,0.389326,-0.33583,6.90919,83869279.7812147,2020-03-25T16:01:05.000Z
213,MonaCoin,MONA,monacoin,9,2014-03-20T00:00:00.000Z,['Mineable'],,65729674.8711679,65729674.8711679,,1.24705910776,6132766.12241217,-0.0853361,-0.389697,16.8088,81968789.69819354,2020-03-25T16:01:01.000Z
4943,Multi-collateral DAI,DAI,multi-collateral-dai,77,2019-11-22T00:00:00.000Z,[],,80565877.7278002,80825370.3699452,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b175474e89094c44da98b954eedeac495271d0f'}",0.997456099622,12579319.9691959,-0.105855,0.28536,-0.0311681,80360926.16099454,2020-03-25T16:01:14.000Z
1776,MCO,MCO,crypto-com,54,2017-07-03T00:00:00.000Z,[],,15793831.0949625,31587682.3632061,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb63b606ac810a52cca15e44bb630fd42d8d1d83d'}",4.61645457668,35564803.4719573,0.379645,1.36529,58.7197,72911503.84165053,2020-03-25T16:01:05.000Z
1808,OmiseGO,OMG,omisego,197,2017-07-14T00:00:00.000Z,[],,140245398.245133,140245398.245133,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd26114cd6EE289AccF82350c8d8487fedB8A0C07'}",0.511221900084,137493798.410543,0.397527,-1.03516,13.8258,71696518.96891418,2020-03-25T16:01:06.000Z
1567,Nano,NANO,nano,49,2017-03-06T00:00:00.000Z,[],133248297.197,133248297.197,133248297.197,,0.496625381005,5956354.82506375,1.01234,-1.26398,34.8882,66174486.36372759,2020-03-25T16:01:05.000Z
1230,Steem,STEEM,steem,31,2016-04-18T00:00:00.000Z,[],,367684501.014,384658595.014,,0.176829141994,4750885.95611412,0.695679,-6.08212,4.80158,65017334.83879764,2020-03-25T16:01:02.000Z
2130,Enjin Coin,ENJ,enjin-coin,58,2017-11-01T00:00:00.000Z,[],,814772129.064264,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c'}",0.078187469144,6825757.61309197,0.122476,1.34717,59.7791,63704970.700603336,2020-03-25T16:01:05.000Z
3139,DxChain Token,DX,dxchain-token,8,2018-08-10T00:00:00.000Z,[],,49999999999.6862,100000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x973e52691176d36453868D9d86572788d27041A9'}",0.00126900243168,1485118.40394622,-2.08318,-1.36209,1.31752,63450121.583601795,2020-03-25T16:01:10.000Z
2416,THETA,THETA,theta,28,2018-01-17T00:00:00.000Z,[],,870502690,1000000000,,0.0695080499414,3212652.39492642,-0.000563063,1.27265,27.1419,60506944.45064305,2020-03-25T16:01:07.000Z
1866,Bytom,BTM,bytom,52,2017-08-08T00:00:00.000Z,['Mineable'],,1002499275,1407000000,,0.0575704767699,13729384.7667166,0.229772,-2.68149,17.4479,57714361.223229095,2020-03-25T16:01:04.000Z
2694,Nexo,NEXO,nexo,22,2018-05-01T00:00:00.000Z,[],,560000011,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206'}",0.102183274394,8399588.09774373,0.280414,-6.01175,17.6174,57222634.78465602,2020-03-25T16:01:08.000Z
2682,Holo,HOT,holo,63,2018-04-29T00:00:00.000Z,[],,163924509213.415,177619433541.141,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6c6ee5e31d828de241282b9606c8e98ea48526e2'}",0.000339675883044,5606757.51489852,-0.136982,4.86093,14.0857,55681202.41962106,2020-03-25T16:01:09.000Z
1042,Siacoin,SC,siacoin,39,2015-08-26T00:00:00.000Z,['Mineable'],,41817047634,41817047634,,0.00129193431925,901075.659538903,0.134159,-1.28072,22.2248,54024878.96807661,2020-03-25T16:01:02.000Z
3437,ABBC Coin,ABBC,abbc-coin,41,2018-10-12T00:00:00.000Z,['Mineable'],,555416924.350722,1003278750.0109,,0.0951226773179,31246238.0627272,-0.676351,-1.2489,-3.83977,52832744.8719142,2020-03-25T16:01:10.000Z
1229,DigixDAO,DGD,digixdao,22,2016-04-18T00:00:00.000Z,[],,2000000,2000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe0b7927c4af23765cb51314a0e0521a9645f0e2a'}",26.2779482367,952403.54051174,0.153088,-0.418221,27.5823,52555896.4734,2020-03-25T16:01:02.000Z
1358,EDC Blockchain,EDC,edc-blockchain,6,2016-08-24T00:00:00.000Z,['Mineable'],100000000000,2670646025,5330754414.894,,0.0194233984273,45990.51938664,-1.13723,767.045,670.103,51873021.80186,2020-03-25T16:01:04.000Z
4948,Nervos Network,CKB,nervos-network,21,2019-11-19T00:00:00.000Z,[],,13822115379.4867,27148130940.6393,,0.0036057982262,4433901.18162543,-0.489756,-1.90981,22.3286,49839759.117684886,2020-03-25T16:01:14.000Z
109,DigiByte,DGB,digibyte,74,2014-02-06T00:00:00.000Z,['Mineable'],21000000000,12962922022.2359,12962922022.2359,,0.00378677525503,1056967.88943664,0.647833,5.0162,25.1673,49087672.346686356,2020-03-25T16:01:01.000Z
1759,Status,SNT,status,81,2017-06-28T00:00:00.000Z,[],,3470483788,6804870174,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x744d70fdbe2ba4cf95131626614a1763df805b9e'}",0.0138816759183,30262574.7127098,-1.41565,-5.89929,57.9796,48176131.224730164,2020-03-25T16:01:05.000Z
3704,v.systems,VSYS,v-systems,38,2019-03-05T00:00:00.000Z,[],,1953856757,3868715221,,0.0244892173555,5185948.93174835,-1.52301,0.508706,35.9006,47848422.80368535,2020-03-25T16:01:11.000Z
1698,Horizen,ZEN,horizen,36,2017-06-01T00:00:00.000Z,['Mineable'],21000000,8706225,8706225,,5.34824772832,2542042.13593843,0.76985,-0.414974,15.1123,46563048.07849279,2020-03-25T16:01:05.000Z
3718,BitTorrent,BTT,bittorrent,136,2019-01-31T00:00:00.000Z,[],,212116500000,990000000000,"{'id': 1958, 'name': 'TRON', 'symbol': 'TRX', 'slug': 'tron', 'token_address': '1002000'}",0.000216490896963,58255105.5473047,-0.0692733,-1.34572,10.6009,45921291.34565219,2020-03-25T16:01:13.000Z
463,BitShares,BTS,bitshares,79,2014-07-21T00:00:00.000Z,[],3600570502,2751010000,2751010000,,0.0164722103301,3225744.76877229,1.17839,-2.62521,17.5327,45315215.340208404,2020-03-25T16:01:02.000Z
1903,HyperCash,HC,hypercash,33,2017-08-20T00:00:00.000Z,['Mineable'],84000000,44553636.001052,44553636.001052,,1.01104718058,22098353.5341581,0.533904,-0.449334,13.3039,45045828.063451216,2020-03-25T16:01:05.000Z
1521,Komodo,KMD,komodo,24,2017-02-05T00:00:00.000Z,['Mineable'],200000000,118940870.83138,118940870.83138,,0.37668430891,1570559.78741549,0.573781,-0.144144,25.7787,44803159.73027195,2020-03-25T16:01:02.000Z
4172,Terra,LUNA,terra-luna,13,2019-07-26T00:00:00.000Z,[],,287765804.430561,995859074.224591,,0.146418354278,3313660.88460561,0.562257,-0.641454,17.2793,42134195.50220755,2020-03-25T16:01:14.000Z
3218,Energi,NRG,energi,9,2018-08-23T00:00:00.000Z,['Mineable'],,27354961.4420565,27354961.4420565,,1.51014264977,631191.500193782,0.64943,3.24487,38.7653,41309893.95646338,2020-03-25T16:01:10.000Z
372,Bytecoin,BCN,bytecoin-bcn,11,2014-06-17T00:00:00.000Z,['Mineable'],184470000000,184066828814.059,184066828814.059,,0.000214435064277,14828.2857262084,-0.0996367,-7.08851,-0.51073,39470382.268006295,2020-03-25T16:01:01.000Z
693,Verge,XVG,verge,52,2014-10-25T00:00:00.000Z,['Mineable'],16555000000,16217068743.3634,16217068743.3634,,0.00242103555883,660881.424016968,-0.810544,-0.68642,23.5118,39262100.08767333,2020-03-25T16:01:02.000Z
2469,Zilliqa,ZIL,zilliqa,98,2018-01-25T00:00:00.000Z,['Mineable'],21000000000,9999467915.23495,13290935068.235,,0.003868900251,7354494.11238731,0.366723,0.19197,14.3644,38686943.92711894,2020-03-25T16:01:07.000Z
2405,IOST,IOST,iostoken,82,2018-01-16T00:00:00.000Z,[],,12013965608.8475,21000000000,,0.0031446274537,30300833.9936476,0.162878,-2.73582,31.0873,37779446.08138949,2020-03-25T16:01:08.000Z
2830,Seele,SEELE,seele,17,2018-05-31T00:00:00.000Z,[],,699587206.289478,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb1eef147028e9f480dbc5ccaa3277d417d1b85f0'}",0.0502944528215,12517416.864481,-0.213683,-1.85981,13.9066,35185355.74125114,2020-03-25T16:01:08.000Z
2539,Ren,REN,ren,18,2018-02-21T00:00:00.000Z,[],,851253651.320919,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x408e41876cccdc0f92210600ef50372656052a38'}",0.0409292246629,1522904.55441699,0.936162,0.271112,31.1813,34841151.94002783,2020-03-25T16:01:07.000Z
4279,Swipe,SXP,swipe,12,2019-08-26T00:00:00.000Z,[],,61123111.287249,299987200.287249,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9'}",0.562655346386,9142943.58512899,0.810217,-3.02719,203.57,34391245.353517115,2020-03-25T16:01:13.000Z
2989,STASIS EURO,EURS,stasis-euro,27,2018-07-30T00:00:00.000Z,[],,31979207,31979207,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdb25f211ab05b1c97d595516f45794528a807ad8'}",1.05824859212,802007.313375487,0.0932018,0.562162,-0.517341,33841950.784864046,2020-03-25T16:01:09.000Z
2300,WAX,WAXP,wax,20,2017-12-21T00:00:00.000Z,[],,1081392322.95507,3630216381.96204,,0.0311812781069,1349758.0042425,0.138596,-0.906576,-18.9611,33719194.76472866,2020-03-25T16:01:06.000Z
1320,Ardor,ARDR,ardor,23,2016-07-23T00:00:00.000Z,[],998999495,998999495,998999495,,0.0336486827253,1746713.85014259,1.21243,0.591869,10.4638,33615017.049989924,2020-03-25T16:01:04.000Z
1455,Golem,GNT,golem-network-tokens,84,2016-11-18T00:00:00.000Z,[],,980050000,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa74476443119A942dE498590Fe1f2454d7D4aC0d'}",0.0333494037904,3223667.30486177,-1.23923,-2.73479,15.9955,32684083.18478152,2020-03-25T16:01:02.000Z
1732,Numeraire,NMR,numeraire,9,2017-06-23T00:00:00.000Z,[],11000000,2358322.79305952,10987481.7721418,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1776e1f26f98b1a5df9cd347953a26dd3cb46671'}",13.3221126343,1154173.9793221,-0.526206,3.74534,166.848,31417841.877175894,2020-03-25T16:01:05.000Z
1414,Zcoin,XZC,zcoin,49,2016-10-06T00:00:00.000Z,['Mineable'],21400000,9753218.32977796,21400000,,3.17452120696,34242867.6749527,0.036818,-2.76759,6.41264,30961798.423991125,2020-03-25T16:01:04.000Z
3890,Matic Network,MATIC,matic-network,44,2019-04-28T00:00:00.000Z,[],,2758503686,10000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0'}",0.0111682132407,13459400.9371554,0.766393,-1.63418,30.2328,30807557.390504953,2020-03-25T16:01:13.000Z
4899,Yap Stone,YAP,yap-stone,14,2019-11-09T00:00:00.000Z,[],,150000000,1000000000,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': ''}",0.203601197304,10741965.6636443,-0.101932,1.37014,17.9894,30540179.5956,2020-03-25T16:01:14.000Z
